departamento_id,departamento_nombre,provincia_id,provincia_nombre,año,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos
42,GENERAL SAN MART?N,6,Córdoba,2020,47,3,2,5 a 9,7178
42,GENERAL SAN MART?N,6,Córdoba,2020,47,3,4,25 a 34,12152
70,LA PAZ,8,Entre Ríos,2020,28,3,1,12 a 23 m,4700
70,LA PAZ,8,Entre Ríos,2020,28,3,2,2 a 4,11102
70,LA PAZ,8,Entre Ríos,2020,28,3,4,35 a 44,13842
28,CAPITAL,14,Misiones,2021,9,3,1,6 a 11 m,698
28,CAPITAL,14,Misiones,2021,9,3,2,2 a 4,1988
28,CAPITAL,14,Misiones,2021,9,3,3,15 a 19,1670
14,BERMEJO,4,Chaco,2020,5,3,2,2 a 4,14808
14,BERMEJO,4,Chaco,2020,5,3,4,45 a 64,14606
182,UNI?N,6,Córdoba,2020,6,3,1,< 6 m,2914
182,UNI?N,6,Córdoba,2020,6,3,3,15 a 19,4836
42,JUAN BAUTISTA ALBERDI,24,Tucumán,2021,8,3,3,20 a 24,372
42,JUAN BAUTISTA ALBERDI,24,Tucumán,2021,8,3,4,25 a 34,704
35,CURUZ? CUATI?,7,Corrientes,2021,10,3,1,12 a 23 m,586
35,CURUZ? CUATI?,7,Corrientes,2021,10,3,2,5 a 9,1298
35,CURUZ? CUATI?,7,Corrientes,2021,10,3,3,15 a 19,604
35,CURUZ? CUATI?,7,Corrientes,2021,10,3,4,25 a 34,1048
35,CURUZ? CUATI?,7,Corrientes,2021,10,3,5,>= a 75,232
105,SARMIENTO,18,San Juan,2020,4,2,1,12 a 23 m,2724
14,USHUAIA,23,Tierra del Fuego,2020,8,3,2,5 a 9,178
14,USHUAIA,23,Tierra del Fuego,2020,8,3,4,25 a 34,534
42,GOBERNADOR DUPUY,19,San Luis,2020,7,2,1,6 a 11 m,910
42,GOBERNADOR DUPUY,19,San Luis,2020,7,3,1,12 a 23 m,338
42,GOBERNADOR DUPUY,19,San Luis,2020,7,3,4,25 a 34,2304
42,GOBERNADOR DUPUY,19,San Luis,2020,7,3,5,>= a 75,272
21,DR. MANUEL BELGRANO,10,Jujuy,2020,7,2,1,12 a 23 m,2016
63,LIBERTADOR GENERAL SAN MART?N,19,San Luis,2020,4,1,4,45 a 64,1094
7,R?O GRANDE,23,Tierra del Fuego,2020,47,1,5,65 a 74,70
14,A?ELO,15,Neuquén,2020,53,3,2,2 a 4,358
14,A?ELO,15,Neuquén,2020,53,3,4,25 a 34,3576
70,LA PAZ,8,Entre Ríos,2021,4,3,3,15 a 19,520
70,LA PAZ,8,Entre Ríos,2021,5,3,2,5 a 9,1006
14,AVELLANEDA,16,Río Negro,2021,5,3,3,20 a 24,950
14,AVELLANEDA,16,Río Negro,2021,5,3,4,25 a 34,2444
882,Z?RATE,1,Buenos Aires,2021,10,3,1,12 a 23 m,2892
882,Z?RATE,1,Buenos Aires,2021,10,3,4,45 a 64,6858
882,Z?RATE,1,Buenos Aires,2021,10,3,5,65 a 74,1302
14,BELGRANO,19,San Luis,2021,9,3,1,12 a 23 m,70
63,RAM?N LISTA,9,Formosa,2020,2,3,2,10 a 14,10990
63,RAM?N LISTA,9,Formosa,2020,2,3,3,15 a 19,3908
63,RAM?N LISTA,9,Formosa,2020,2,3,4,25 a 34,6178
63,RAM?N LISTA,9,Formosa,2020,2,2,1,< 6 m,1960
21,CAPITAL,7,Corrientes,2020,6,3,3,20 a 24,7984
392,GENERAL VILLEGAS,1,Buenos Aires,2020,2,3,2,2 a 4,39784
392,GENERAL VILLEGAS,1,Buenos Aires,2020,2,3,4,25 a 34,53092
14,ALBERDI,22,Santiago del Estero,2020,6,1,4,45 a 64,952
14,ALBERDI,22,Santiago del Estero,2020,6,3,2,5 a 9,1956
28,CAPITAL,17,Salta,2020,7,2,1,12 a 23 m,6098
28,CAPITAL,17,Salta,2020,7,3,4,35 a 44,9780
14,AVELLANEDA,16,Río Negro,2020,7,1,4,45 a 64,1716
760,SAN MIGUEL,1,Buenos Aires,2020,6,2,1,12 a 23 m,15950
91,SAN MART?N,18,San Juan,2020,53,3,1,12 a 23 m,1296
91,SAN MART?N,18,San Juan,2020,53,3,2,2 a 4,3390
28,ALMIRANTE BROWN,1,Buenos Aires,2021,1,3,2,10 a 14,6700
140,SAN FERNANDO,4,Chaco,2020,50,3,1,12 a 23 m,7412
147,SAN MART?N,7,Corrientes,2020,51,3,2,2 a 4,14360
147,SAN MART?N,7,Corrientes,2020,51,3,4,25 a 34,12954
147,SAN MART?N,7,Corrientes,2020,51,3,5,65 a 74,3124
5,COMUNA 5,2,CABA,2020,52,3,3,15 a 19,1810
5,COMUNA 5,2,CABA,2020,52,3,4,35 a 44,8120
5,COMUNA 5,2,CABA,2020,52,1,4,35 a 44,882
441,LA PLATA,1,Buenos Aires,2020,52,3,3,15 a 19,21542
441,LA PLATA,1,Buenos Aires,2020,52,1,4,45 a 64,5700
28,CAPITAL,14,Misiones,2020,6,3,1,12 a 23 m,7296
28,CAPITAL,14,Misiones,2020,6,3,2,2 a 4,17726
392,GENERAL VILLEGAS,1,Buenos Aires,2020,49,3,5,>= a 75,11340
28,CHACABUCO,4,Chaco,2020,52,3,3,15 a 19,8830
14,AVELLANEDA,16,Río Negro,2021,4,3,2,5 a 9,1006
14,GENERAL ALVEAR,13,Mendoza,2021,3,3,4,45 a 64,998
14,CAPITAL,12,La Rioja,2021,5,3,1,< 6 m,620
14,CAPITAL,12,La Rioja,2021,5,3,2,2 a 4,1754
70,MONTEROS,24,Tucumán,2020,7,3,2,10 a 14,7252
70,MONTEROS,24,Tucumán,2020,7,3,4,25 a 34,9782
70,MONTEROS,24,Tucumán,2020,7,3,5,65 a 74,1136
42,CHILECITO,12,La Rioja,2020,7,2,1,< 6 m,1716
42,CHILECITO,12,La Rioja,2020,7,1,4,25 a 34,942
42,CHILECITO,12,La Rioja,2020,7,1,5,>= a 75,458
42,CHILECITO,12,La Rioja,2020,7,3,1,12 a 23 m,4362
63,SAN PEDRO,10,Jujuy,2020,4,1,3,20 a 24,100
63,SAN PEDRO,10,Jujuy,2020,4,1,5,65 a 74,640
63,SAN PEDRO,10,Jujuy,2020,4,3,1,6 a 11 m,5072
63,SAN PEDRO,10,Jujuy,2020,4,3,2,5 a 9,12092
63,SAN PEDRO,10,Jujuy,2020,4,3,3,20 a 24,6218
63,SAN PEDRO,10,Jujuy,2020,4,3,4,25 a 34,16412
28,CAPITAL,14,Misiones,2020,53,2,1,6 a 11 m,1494
42,GENERAL ROCA,16,Río Negro,2020,51,3,2,10 a 14,6540
42,GENERAL ROCA,16,Río Negro,2020,51,3,3,15 a 19,6994
28,LAGO ARGENTINO,20,Santa Cruz,2020,51,3,1,< 6 m,528
28,LAGO ARGENTINO,20,Santa Cruz,2020,51,3,2,2 a 4,1376
28,LAGO ARGENTINO,20,Santa Cruz,2020,51,3,3,15 a 19,920
28,LAGO ARGENTINO,20,Santa Cruz,2020,51,3,4,25 a 34,3822
49,AZUL,1,Buenos Aires,2021,5,1,3,20 a 24,100
49,AZUL,1,Buenos Aires,2021,5,1,5,65 a 74,460
84,CAPITAL,24,Tucumán,2021,10,3,2,5 a 9,1028
147,SANTA MAR?A,6,Córdoba,2021,4,3,2,10 a 14,906
147,SANTA MAR?A,6,Córdoba,2021,4,3,3,15 a 19,952
147,SANTA MAR?A,6,Córdoba,2021,4,3,4,25 a 34,2778
147,SANTA MAR?A,6,Córdoba,2021,4,1,4,25 a 34,298
147,SANTA MAR?A,6,Córdoba,2021,4,1,5,65 a 74,86
91,25 DE MAYO,16,Río Negro,2020,4,3,1,6 a 11 m,1856
91,25 DE MAYO,16,Río Negro,2020,4,3,4,25 a 34,17134
91,25 DE MAYO,16,Río Negro,2020,4,3,5,65 a 74,4030
42,CHILECITO,12,La Rioja,2020,7,3,2,2 a 4,10884
42,CHILECITO,12,La Rioja,2020,7,3,3,15 a 19,4782
42,CHILECITO,12,La Rioja,2020,7,3,4,25 a 34,10250
42,CHILECITO,12,La Rioja,2020,7,3,5,65 a 74,2038
21,CASTELLANOS,21,Santa Fe,2020,10,2,1,6 a 11 m,1372
105,SAN RAFAEL,13,Mendoza,2021,7,3,2,5 a 9,372
63,PICHI MAHUIDA,16,Río Negro,2020,8,2,1,< 6 m,2090
21,DR. MANUEL BELGRANO,10,Jujuy,2020,5,1,4,35 a 44,836
21,DR. MANUEL BELGRANO,10,Jujuy,2020,5,3,5,65 a 74,2486
91,SAN CARLOS,13,Mendoza,2020,1,1,5,65 a 74,1236
91,SAN CARLOS,13,Mendoza,2020,1,3,2,5 a 9,2294
91,SAN CARLOS,13,Mendoza,2020,1,3,4,45 a 64,8628
35,JUN?N,13,Mendoza,2020,51,3,1,12 a 23 m,866
35,JUN?N,13,Mendoza,2020,51,3,3,20 a 24,2678
609,PEHUAJ?,1,Buenos Aires,2021,6,3,3,15 a 19,3172
28,CAPITAL,14,Misiones,2021,9,3,4,25 a 34,3726
28,CAPITAL,14,Misiones,2021,9,3,5,65 a 74,736
49,LAS HERAS,13,Mendoza,2020,44,3,5,65 a 74,928
49,LAS HERAS,13,Mendoza,2020,44,1,4,45 a 64,2310
140,SAN FERNANDO,4,Chaco,2020,7,1,1,12 a 23 m,546
140,SAN FERNANDO,4,Chaco,2020,7,1,2,10 a 14,1158
28,CAPITAL,17,Salta,2020,52,3,3,20 a 24,5436
28,LAGO ARGENTINO,20,Santa Cruz,2021,1,3,1,< 6 m,42
28,LAGO ARGENTINO,20,Santa Cruz,2021,1,3,2,2 a 4,176
28,LAGO ARGENTINO,20,Santa Cruz,2021,1,3,3,15 a 19,140
28,LAGO ARGENTINO,20,Santa Cruz,2021,1,3,4,25 a 34,474
28,LAGO ARGENTINO,20,Santa Cruz,2021,1,3,5,65 a 74,64
28,LAGO ARGENTINO,20,Santa Cruz,2021,1,1,1,6 a 11 m,10
14,USHUAIA,23,Tierra del Fuego,2020,7,1,2,2 a 4,110
14,BERMEJO,4,Chaco,2020,7,3,5,65 a 74,2512
49,CAPITAL,3,Catamarca,2020,2,3,1,12 a 23 m,4264
49,CAPITAL,3,Catamarca,2020,2,3,2,2 a 4,12520
49,CAPITAL,3,Catamarca,2020,2,3,4,35 a 44,9538
28,LAGO ARGENTINO,20,Santa Cruz,2021,1,1,2,2 a 4,34
84,LIBERTADOR GENERAL SAN MART?N,4,Chaco,2020,48,1,5,>= a 75,356
21,LAISHI,9,Formosa,2020,42,3,1,6 a 11 m,5760
84,LIBERTADOR GENERAL SAN MART?N,4,Chaco,2020,45,2,1,6 a 11 m,4740
14,USHUAIA,23,Tierra del Fuego,2020,7,3,3,15 a 19,146
14,USHUAIA,23,Tierra del Fuego,2020,7,3,5,65 a 74,48
56,LA CAPITAL,19,San Luis,2020,6,3,2,5 a 9,1064
49,CAPITAL,22,Santiago del Estero,2020,1,3,3,15 a 19,1224
49,CAPITAL,22,Santiago del Estero,2020,1,3,4,25 a 34,2064
5,COMUNA 5,2,CABA,2020,52,1,5,65 a 74,1232
63,ISLAS DEL IBICUY,8,Entre Ríos,2020,51,3,3,15 a 19,6428
14,CAPITAL,12,La Rioja,2021,5,3,3,20 a 24,692
70,LA PAZ,3,Catamarca,2020,1,2,1,12 a 23 m,866
70,LA PAZ,3,Catamarca,2020,1,3,3,15 a 19,5308
126,OR?N,17,Salta,2020,46,1,3,20 a 24,342
126,OR?N,17,Salta,2020,46,1,4,25 a 34,2368
84,PARAN?,8,Entre Ríos,2020,28,3,5,>= a 75,3218
28,LAGO ARGENTINO,20,Santa Cruz,2020,51,3,5,65 a 74,530
14,CAPITAL,12,La Rioja,2021,5,3,4,25 a 34,1344
14,CAPITAL,12,La Rioja,2021,5,3,5,>= a 75,234
42,GENERAL ROCA,16,Río Negro,2021,3,3,1,6 a 11 m,356
42,GENERAL ROCA,16,Río Negro,2021,3,3,5,65 a 74,568
648,PRESIDENTE PER?N,1,Buenos Aires,2020,50,3,1,12 a 23 m,18448
105,SAN RAFAEL,13,Mendoza,2021,7,3,5,65 a 74,136
84,PRESIDENTE ROQUE S?ENZ PE?A,6,Córdoba,2020,44,1,4,45 a 64,3126
35,JUN?N,13,Mendoza,2021,8,3,3,20 a 24,320
98,LA VI?A,17,Salta,2020,3,3,2,10 a 14,6202
7,AMBATO,3,Catamarca,2021,7,3,2,10 a 14,1004
7,AMBATO,3,Catamarca,2021,7,3,3,15 a 19,484
7,AMBATO,3,Catamarca,2021,7,3,4,25 a 34,1212
7,AMBATO,3,Catamarca,2021,7,3,5,65 a 74,144
91,25 DE MAYO,16,Río Negro,2020,6,1,1,6 a 11 m,150
91,25 DE MAYO,16,Río Negro,2020,6,1,5,65 a 74,1194
49,CAPITAL,3,Catamarca,2020,1,1,4,25 a 34,592
98,LA VI?A,17,Salta,2020,53,1,5,>= a 75,1730
56,J?CHAL,18,San Juan,2021,7,3,2,10 a 14,984
56,J?CHAL,18,San Juan,2021,7,1,4,35 a 44,96
56,J?CHAL,18,San Juan,2021,7,1,5,65 a 74,102
56,PIRAN?,9,Formosa,2021,9,3,3,20 a 24,176
56,PIRAN?,9,Formosa,2021,9,1,4,45 a 64,34
49,CAPITAL,22,Santiago del Estero,2020,25,1,3,15 a 19,134
133,RIVADAVIA,17,Salta,2021,10,3,2,5 a 9,668
133,RIVADAVIA,17,Salta,2021,10,3,3,15 a 19,512
133,RIVADAVIA,17,Salta,2021,10,3,4,45 a 64,780
112,ROSARIO VERA PE?ALOZA,12,La Rioja,2021,2,1,4,35 a 44,86
42,GENERAL L?PEZ,21,Santa Fe,2020,7,3,1,6 a 11 m,530
42,GENERAL L?PEZ,21,Santa Fe,2020,7,3,2,2 a 4,1138
42,GENERAL L?PEZ,21,Santa Fe,2020,7,3,3,15 a 19,796
42,GENERAL L?PEZ,21,Santa Fe,2020,7,3,4,25 a 34,2220
42,GENERAL L?PEZ,21,Santa Fe,2020,7,3,5,65 a 74,776
413,JUN?N,1,Buenos Aires,2020,7,1,5,>= a 75,4742
21,CAPITAL,7,Corrientes,2020,40,3,1,6 a 11 m,5834
91,TALA,8,Entre Ríos,2020,2,1,4,45 a 64,1472
182,UNI?N,6,Córdoba,2021,7,2,1,12 a 23 m,196
35,CAUCETE,18,San Juan,2021,8,1,3,15 a 19,16
14,CRUZ ALTA,24,Tucumán,2020,2,2,1,< 6 m,4566
15,CONCORDIA,8,Entre Ríos,2020,39,1,1,12 a 23 m,390
161,TERCERO ARRIBA,6,Córdoba,2020,51,3,5,65 a 74,1828
42,PALPAL?,10,Jujuy,2021,8,3,1,< 6 m,534
42,PALPAL?,10,Jujuy,2021,8,3,2,5 a 9,1364
42,PALPAL?,10,Jujuy,2021,8,3,3,20 a 24,622
42,PALPAL?,10,Jujuy,2021,8,3,4,35 a 44,1568
42,PALPAL?,10,Jujuy,2021,8,3,5,>= a 75,224
91,SAN CARLOS,13,Mendoza,2020,6,1,1,12 a 23 m,746
126,OR?N,17,Salta,2020,7,3,1,6 a 11 m,1534
7,R?O GRANDE,23,Tierra del Fuego,2021,10,3,3,20 a 24,2
35,PATI?O,9,Formosa,2020,37,3,5,65 a 74,1078
63,LULES,24,Tucumán,2020,7,3,3,20 a 24,4834
63,MARCOS JU?REZ,6,Córdoba,2021,7,3,1,12 a 23 m,234
77,RAWSON,5,Chubut,2021,9,3,4,35 a 44,420
21,CALINGASTA,18,San Juan,2020,47,3,4,25 a 34,4768
35,PATI?O,9,Formosa,2021,5,3,2,5 a 9,238
35,PATI?O,9,Formosa,2021,5,3,4,25 a 34,224
595,OLAVARR?A,1,Buenos Aires,2020,7,1,1,12 a 23 m,1632
595,OLAVARR?A,1,Buenos Aires,2020,7,1,2,2 a 4,2798
105,TAF? VIEJO,24,Tucumán,2020,6,3,1,6 a 11 m,3966
84,PARAN?,8,Entre Ríos,2020,7,2,1,6 a 11 m,1914
84,PARAN?,8,Entre Ríos,2020,7,1,2,10 a 14,736
84,PARAN?,8,Entre Ríos,2020,7,1,3,15 a 19,300
49,CAPITAL,22,Santiago del Estero,2020,2,2,1,12 a 23 m,5202
35,GENERAL PEDERNERA,19,San Luis,2021,10,3,2,5 a 9,156
11,COMUNA 11,2,Buenos Aires,2020,40,3,1,12 a 23 m,682
56,GENERAL DONOVAN,4,Chaco,2021,5,3,2,2 a 4,2168
56,GENERAL DONOVAN,4,Chaco,2021,5,3,3,20 a 24,1002
56,GENERAL DONOVAN,4,Chaco,2021,5,3,4,35 a 44,1610
161,ROBLES,22,Santiago del Estero,2020,7,3,1,12 a 23 m,1148
28,CAPITAL,14,Misiones,2020,5,1,2,2 a 4,322
42,GENERAL ROCA,16,Río Negro,2020,50,1,2,2 a 4,310
28,LAGO ARGENTINO,20,Santa Cruz,2021,1,1,3,20 a 24,26
434,LAN?S,1,Buenos Aires,2021,3,2,1,< 6 m,268
14,USHUAIA,23,Tierra del Fuego,2020,6,2,1,6 a 11 m,236
70,MONTEROS,24,Tucumán,2020,7,1,2,2 a 4,436
70,MONTEROS,24,Tucumán,2020,7,1,3,15 a 19,276
70,MONTEROS,24,Tucumán,2020,7,1,4,25 a 34,1646
35,CONCEPCI?N,14,Misiones,2020,53,3,3,20 a 24,11600
28,CHACABUCO,4,Chaco,2020,52,1,4,35 a 44,1088
113,ZAPALA,15,Neuquén,2020,50,1,4,35 a 44,1168
14,CAPITAL,6,Córdoba,2020,26,1,2,5 a 9,896
14,CAPITAL,6,Córdoba,2020,26,2,1,12 a 23 m,1890
28,GUAYMALL?N,13,Mendoza,2020,7,1,3,15 a 19,260
28,FEDERACI?N,8,Entre Ríos,2021,9,3,1,6 a 11 m,370
28,FEDERACI?N,8,Entre Ríos,2021,9,3,4,25 a 34,1014
14,USHUAIA,23,Tierra del Fuego,2020,6,1,1,12 a 23 m,16
28,CAPITAL,14,Misiones,2020,7,3,4,45 a 64,24758
49,CAPITAL,22,Santiago del Estero,2020,1,3,5,>= a 75,274
42,CHILECITO,12,La Rioja,2021,8,1,3,20 a 24,10
28,CAPITAL,14,Misiones,2020,47,3,5,65 a 74,3718
441,LA PLATA,1,Buenos Aires,2021,2,1,1,12 a 23 m,52
28,LAGO ARGENTINO,20,Santa Cruz,2021,1,1,4,25 a 34,184
28,LAGO ARGENTINO,20,Santa Cruz,2021,1,1,5,65 a 74,60
441,LA PLATA,1,Buenos Aires,2021,5,1,2,5 a 9,90
441,LA PLATA,1,Buenos Aires,2021,5,1,4,45 a 64,658
133,RIVADAVIA,17,Salta,2020,51,3,5,65 a 74,1388
133,RIVADAVIA,17,Salta,2020,51,1,1,6 a 11 m,834
21,CASTELLANOS,21,Santa Fe,2020,33,1,4,45 a 64,1468
56,LA CAPITAL,19,San Luis,2021,11,1,4,35 a 44,202
56,LA CAPITAL,19,San Luis,2021,11,1,5,>= a 75,60
21,DR. MANUEL BELGRANO,10,Jujuy,2020,7,1,2,5 a 9,172
49,LAS HERAS,13,Mendoza,2021,6,3,1,< 6 m,180
168,CASTELLI,1,Buenos Aires,2020,7,1,3,20 a 24,936
49,HUILICHES,15,Neuquén,2020,53,3,1,12 a 23 m,114
28,MATACOS,9,Formosa,2021,3,3,1,< 6 m,88
56,GENERAL DONOVAN,4,Chaco,2021,2,3,1,< 6 m,862
140,SAN FERNANDO,4,Chaco,2021,9,1,2,5 a 9,82
140,SAN FERNANDO,4,Chaco,2021,9,2,1,12 a 23 m,182
21,CAPITAL,11,La Pampa,2020,7,1,3,20 a 24,80
21,CAPITAL,11,La Pampa,2020,7,1,5,65 a 74,332
21,CAPITAL,11,La Pampa,2020,7,3,4,25 a 34,1024
84,CAPITAL,24,Tucumán,2021,7,2,1,6 a 11 m,112
84,ROSARIO,21,Santa Fe,2020,3,1,1,< 6 m,564
70,GUATRACH?,11,La Pampa,2021,8,3,3,15 a 19,50
84,ROSARIO,21,Santa Fe,2021,7,1,4,45 a 64,96
42,CHICOANA,17,Salta,2021,1,2,1,< 6 m,424
84,RIVADAVIA,18,San Juan,2020,51,3,3,20 a 24,1892
126,RANCUL,11,La Pampa,2021,6,3,5,65 a 74,56
21,DR. MANUEL BELGRANO,10,Jujuy,2020,6,1,1,12 a 23 m,72
42,GOBERNADOR DUPUY,19,San Luis,2021,1,3,3,15 a 19,80
42,GOBERNADOR DUPUY,19,San Luis,2021,1,3,4,25 a 34,234
21,CHICLIGASTA,24,Tucumán,2020,43,1,5,65 a 74,572
14,A?ELO,15,Neuquén,2020,8,3,3,20 a 24,842
56,J?CHAL,18,San Juan,2021,11,3,3,15 a 19,268
56,J?CHAL,18,San Juan,2021,11,3,4,35 a 44,726
56,J?CHAL,18,San Juan,2021,11,2,1,6 a 11 m,58
77,HUCAL,11,La Pampa,2021,11,3,4,45 a 64,236
42,CAPAY?N,3,Catamarca,2021,7,3,1,12 a 23 m,444
84,GUASAY?N,22,Santiago del Estero,2020,2,1,5,65 a 74,316
42,GENERAL SAN MART?N,6,Córdoba,2020,7,1,3,20 a 24,376
42,GENERAL SAN MART?N,6,Córdoba,2020,7,1,5,65 a 74,1506
119,25 DE MAYO,14,Misiones,2020,52,1,4,35 a 44,1310
35,PATI?O,9,Formosa,2020,49,1,5,65 a 74,384
84,ROSARIO,21,Santa Fe,2021,7,2,1,6 a 11 m,20
28,MATACOS,9,Formosa,2020,47,1,1,< 6 m,348
119,VALLE F?RTIL,18,San Juan,2021,6,3,1,6 a 11 m,328
161,ROBLES,22,Santiago del Estero,2021,2,3,2,2 a 4,132
161,ROBLES,22,Santiago del Estero,2021,2,3,4,45 a 64,130
161,ROBLES,22,Santiago del Estero,2021,2,3,5,65 a 74,30
21,COMANDANTE FERN?NDEZ,4,Chaco,2021,1,1,4,25 a 34,116
21,COMANDANTE FERN?NDEZ,4,Chaco,2021,1,1,5,65 a 74,28
105,9 DE JULIO,4,Chaco,2020,2,1,3,15 a 19,406
105,TINOGASTA,3,Catamarca,2020,7,3,5,65 a 74,1844
49,GENERAL G?EMES,17,Salta,2020,2,1,2,2 a 4,960
70,PILCANIYEU,16,Río Negro,2021,11,1,4,45 a 64,364
70,PILCANIYEU,16,Río Negro,2021,11,1,5,65 a 74,242
49,CAPITAL,3,Catamarca,2020,6,1,3,15 a 19,100
35,CONFLUENCIA,15,Neuquén,2021,7,3,4,25 a 34,568
35,CONFLUENCIA,15,Neuquén,2021,7,1,4,35 a 44,258
35,CONFLUENCIA,15,Neuquén,2021,7,1,5,65 a 74,298
35,FUTALEUF?,5,Chubut,2020,46,3,4,35 a 44,2810
5,COMUNA 5,2,CABA,2021,8,3,4,35 a 44,168
5,COMUNA 5,2,CABA,2021,8,1,4,35 a 44,106
5,COMUNA 5,2,CABA,2021,8,1,5,65 a 74,236
5,COMUNA 5,2,CABA,2021,8,2,1,12 a 23 m,8
119,VALLE F?RTIL,18,San Juan,2021,6,3,5,65 a 74,138
126,RANCUL,11,La Pampa,2020,1,2,1,12 a 23 m,518
21,CAPITAL,7,Corrientes,2020,3,1,4,45 a 64,454
28,FEDERACI?N,8,Entre Ríos,2020,1,1,5,65 a 74,1320
11,COMUNA 11,2,Buenos Aires,2021,1,3,1,< 6 m,40
11,COMUNA 11,2,Buenos Aires,2021,1,3,2,2 a 4,190
11,COMUNA 11,2,Buenos Aires,2021,1,3,3,15 a 19,56
8,COMUNA 8,2,CABA,2020,2,2,1,12 a 23 m,1088
35,GARAY,21,Santa Fe,2020,48,1,5,>= a 75,678
42,PILAG?S,9,Formosa,2020,42,1,4,35 a 44,760
70,MAIP?,13,Mendoza,2020,2,2,1,< 6 m,2018
14,FORMOSA,9,Formosa,2020,39,1,2,2 a 4,530
35,GENERAL PEDERNERA,19,San Luis,2020,3,1,5,65 a 74,470
7,AMBATO,3,Catamarca,2020,1,1,5,65 a 74,314
140,SAN FERNANDO,4,Chaco,2021,7,3,5,65 a 74,218
7,ALUMIN?,15,Neuquén,2020,3,1,5,>= a 75,1162
70,MAIP?,13,Mendoza,2021,6,1,1,12 a 23 m,30
70,MAIP?,13,Mendoza,2021,6,1,2,2 a 4,64
42,CHICOANA,17,Salta,2021,4,3,1,< 6 m,254
11,COMUNA 11,2,Buenos Aires,2020,2,3,2,2 a 4,2102
11,COMUNA 11,2,Buenos Aires,2020,2,3,5,65 a 74,1264
21,ESCALANTE,5,Chubut,2020,2,2,1,< 6 m,426
21,ESCALANTE,5,Chubut,2020,2,1,1,12 a 23 m,40
21,ESCALANTE,5,Chubut,2020,2,1,4,45 a 64,254
21,ESCALANTE,5,Chubut,2021,8,3,3,20 a 24,108
21,ESCALANTE,5,Chubut,2021,8,3,5,65 a 74,252
91,PUNILLA,6,Córdoba,2021,1,1,1,12 a 23 m,26
84,ROSARIO,21,Santa Fe,2020,2,1,2,5 a 9,1096
84,ROSARIO,21,Santa Fe,2020,2,1,3,20 a 24,240
21,ESCALANTE,5,Chubut,2020,2,3,2,10 a 14,726
21,ESCALANTE,5,Chubut,2020,2,3,3,15 a 19,778
14,CAPITAL,12,La Rioja,2021,4,1,2,2 a 4,44
7,COMUNA 7,2,CABA,2020,3,1,2,10 a 14,534
70,MAIP?,13,Mendoza,2021,6,1,4,35 a 44,118
70,MAIP?,13,Mendoza,2021,6,2,1,< 6 m,150
14,DESEADO,20,Santa Cruz,2020,8,2,1,6 a 11 m,348
14,DESEADO,20,Santa Cruz,2020,8,1,2,10 a 14,232
14,DESEADO,20,Santa Cruz,2020,8,1,4,25 a 34,978
14,DESEADO,20,Santa Cruz,2020,8,1,5,>= a 75,592
35,GENERAL PEDERNERA,19,San Luis,2020,49,1,2,2 a 4,248
63,RAM?N LISTA,9,Formosa,2020,10,1,3,20 a 24,162
42,GAIMAN,5,Chubut,2020,1,3,1,6 a 11 m,176
42,GAIMAN,5,Chubut,2020,1,3,5,65 a 74,660
119,YERBA BUENA,24,Tucumán,2021,2,1,3,15 a 19,20
119,YERBA BUENA,24,Tucumán,2021,2,1,4,25 a 34,140
119,YERBA BUENA,24,Tucumán,2021,2,1,5,65 a 74,60
56,?ORQUINC?,16,Río Negro,2021,10,2,1,< 6 m,126
63,GENERAL PAZ,7,Corrientes,2020,48,1,5,65 a 74,248
70,LA PAZ,8,Entre Ríos,2021,10,1,4,25 a 34,124
35,GENERAL PEDERNERA,19,San Luis,2020,2,1,3,20 a 24,134
84,RIVADAVIA,18,San Juan,2020,4,1,4,35 a 44,852
70,MAIP?,13,Mendoza,2020,1,1,2,2 a 4,1260
98,URUGUAY,8,Entre Ríos,2021,1,1,2,2 a 4,30
56,LA CAPITAL,19,San Luis,2020,8,3,3,20 a 24,844
105,MARAC?,11,La Pampa,2020,3,1,1,12 a 23 m,30
105,MARAC?,11,La Pampa,2020,3,1,2,5 a 9,74
105,MERCEDES,7,Corrientes,2020,7,2,1,< 6 m,1328
35,LEDESMA,10,Jujuy,2021,8,2,1,< 6 m,42
35,GENERAL PEDERNERA,19,San Luis,2020,8,1,1,12 a 23 m,108
56,L?CAR,15,Neuquén,2020,3,3,5,>= a 75,294
49,HUILICHES,15,Neuquén,2020,3,2,1,< 6 m,478
119,R?O SEGUNDO,6,Córdoba,2021,10,3,5,65 a 74,410
63,LIBERTADOR GENERAL SAN MART?N,19,San Luis,2021,1,3,5,65 a 74,32
5,COMUNA 5,2,CABA,2021,7,3,5,>= a 75,26
5,COMUNA 5,2,CABA,2021,7,1,3,20 a 24,10
140,TOAY,11,La Pampa,2020,3,1,4,25 a 34,554
140,TOAY,11,La Pampa,2020,3,3,2,10 a 14,224
140,TOAY,11,La Pampa,2020,3,3,3,15 a 19,380
140,TOAY,11,La Pampa,2020,3,3,5,65 a 74,168
140,QUEBRACHOS,22,Santiago del Estero,2021,5,3,3,15 a 19,48
126,OR?N,17,Salta,2021,1,1,4,25 a 34,178
